期号,正码1,正码2,正码3,正码4,正码5,正码6,特码,生肖,波色,大小,单双,开奖时间,正码1生肖,正码2生肖,正码3生肖,正码4生肖,正码5生肖,正码6生肖
20260816223,34,19,16,1,27,39,6,牛,绿波,小,双,2026-08-16 11:06:00,鸡,鼠,兔,马,龙,龙
20260816224,21,27,16,1,5,2,37,马,蓝波,大,单,2026-08-16 11:09:00,狗,龙,兔,马,虎,蛇
20260816225,9,3,36,35,29,21,16,兔,绿波,小,双,2026-08-16 11:12:00,狗,龙,羊,猴,虎,狗
20260816226,26,12,40,42,39,38,25,马,蓝波,大,单,2026-08-16 11:15:00,蛇,羊,兔,牛,龙,蛇
20260816227,4,43,22,13,9,26,18,牛,红波,小,双,2026-08-16 11:18:00,兔,鼠,鸡,马,狗,蛇
20260816228,9,6,24,14,46,1,23,猴,红波,小,单,2026-08-16 11:21:00,狗,牛,羊,蛇,鸡,马
20260816229,25,34,16,23,17,28,9,狗,蓝波,小,单,2026-08-16 11:24:00,马,鸡,兔,猴,虎,兔
20260816230,25,4,12,11,10,32,7,鼠,红波,小,单,2026-08-16 11:27:00,马,兔,羊,猴,鸡,猪
20260816231,46,48,42,3,13,49,19,鼠,红波,小,单,2026-08-16 11:30:00,鸡,羊,牛,龙,马,马
20260816232,34,18,6,47,45,15,42,牛,蓝波,大,双,2026-08-16 11:33:00,鸡,牛,牛,猴,狗,龙
20260816233,11,24,28,43,8,36,7,鼠,红波,小,单,2026-08-16 11:36:00,猴,羊,兔,鼠,猪,羊
20260816234,22,25,46,23,3,41,27,龙,绿波,大,单,2026-08-16 11:39:00,鸡,马,鸡,猴,龙,虎
20260816235,41,34,28,40,5,44,18,牛,红波,小,双,2026-08-16 11:42:00,虎,鸡,兔,兔,虎,猪
20260816236,6,49,27,14,47,26,8,猪,红波,小,双,2026-08-16 11:45:00,牛,马,龙,蛇,猴,蛇
20260816237,25,3,31,1,33,12,34,鸡,红波,大,双,2026-08-16 11:48:00,马,龙,鼠,马,狗,羊
20260816238,7,16,40,6,33,13,31,鼠,蓝波,大,单,2026-08-16 11:51:00,鼠,兔,兔,牛,狗,马
20260816239,47,37,18,43,5,36,27,龙,绿波,大,单,2026-08-16 11:54:00,猴,马,牛,鼠,虎,羊
20260816240,9,11,43,23,29,22,44,猪,绿波,大,双,2026-08-16 11:57:00,狗,猴,鼠,猴,虎,鸡
20260816241,31,37,19,8,42,33,47,猴,蓝波,大,单,2026-08-16 12:00:00,鼠,马,鼠,猪,牛,狗
20260816242,11,30,18,46,1,24,23,猴,红波,小,单,2026-08-16 12:03:00,猴,牛,牛,鸡,马,羊
20260816243,39,8,43,31,19,40,14,蛇,蓝波,小,双,2026-08-16 12:06:00,龙,猪,鼠,鼠,鼠,兔
20260816244,10,44,11,6,12,38,36,羊,蓝波,大,双,2026-08-16 12:09:00,鸡,猪,猴,牛,羊,蛇
20260816245,35,32,15,21,38,34,37,马,蓝波,大,单,2026-08-16 12:12:00,猴,猪,龙,狗,蛇,鸡
20260816246,3,12,15,21,24,41,4,兔,蓝波,小,双,2026-08-16 12:15:00,龙,羊,龙,狗,羊,虎
20260816247,23,12,32,49,38,24,2,蛇,红波,小,双,2026-08-16 12:18:00,猴,羊,猪,马,蛇,羊
20260816248,18,13,27,31,23,26,48,羊,蓝波,大,双,2026-08-16 12:21:00,牛,马,龙,鼠,猴,蛇
20260816249,46,15,28,47,48,1,37,马,蓝波,大,单,2026-08-16 12:24:00,鸡,龙,兔,猴,羊,马
20260816250,12,2,35,3,45,42,28,兔,绿波,大,双,2026-08-16 12:27:00,羊,蛇,猴,龙,狗,牛
20260816251,33,45,42,3,27,20,24,羊,红波,小,双,2026-08-16 12:30:00,狗,狗,牛,龙,龙,猪
20260816252,5,16,10,20,1,28,31,鼠,蓝波,大,单,2026-08-16 12:33:00,虎,兔,鸡,猪,马,兔
20260816253,42,15,8,24,39,49,38,蛇,绿波,大,双,2026-08-16 12:36:00,牛,龙,猪,羊,龙,马
20260816254,48,10,23,29,42,30,20,猪,蓝波,小,双,2026-08-16 12:39:00,羊,鸡,猴,虎,牛,牛
20260816255,3,19,36,48,41,27,21,狗,绿波,小,单,2026-08-16 12:42:00,龙,鼠,羊,羊,虎,龙
20260816256,20,15,36,44,48,30,5,虎,绿波,小,单,2026-08-16 12:45:00,猪,龙,羊,猪,羊,牛
20260816257,30,10,35,23,15,18,43,鼠,绿波,大,单,2026-08-16 12:48:00,牛,鸡,猴,猴,龙,牛
20260816258,2,20,11,18,46,7,40,兔,红波,大,双,2026-08-16 12:51:00,蛇,猪,猴,牛,鸡,鼠
20260816259,46,9,1,14,26,27,48,羊,蓝波,大,双,2026-08-16 12:54:00,鸡,狗,马,蛇,蛇,龙
20260816260,39,37,23,42,14,49,4,兔,蓝波,小,双,2026-08-16 12:57:00,龙,马,猴,牛,蛇,马
20260816261,1,22,28,27,33,36,26,蛇,蓝波,大,双,2026-08-16 13:00:00,马,鸡,兔,龙,狗,羊
20260816262,33,24,43,11,18,10,6,牛,绿波,小,双,2026-08-16 13:03:00,狗,羊,鼠,猴,牛,鸡
20260816263,3,24,2,33,45,35,29,虎,红波,大,单,2026-08-16 13:06:00,龙,羊,蛇,狗,狗,猴
20260816264,44,31,33,13,46,9,17,虎,绿波,小,单,2026-08-16 13:09:00,猪,鼠,狗,马,鸡,狗
20260816265,45,16,48,8,30,39,27,龙,绿波,大,单,2026-08-16 13:12:00,狗,兔,羊,猪,牛,龙
20260816266,20,4,7,18,41,44,36,羊,蓝波,大,双,2026-08-16 13:15:00,猪,兔,鼠,牛,虎,猪
20260816267,3,14,27,23,39,4,12,羊,红波,小,双,2026-08-16 13:18:00,龙,蛇,龙,猴,龙,兔
20260816268,32,26,42,29,35,30,19,鼠,红波,小,单,2026-08-16 13:21:00,猪,蛇,牛,虎,猴,牛
20260816269,40,24,8,32,5,16,25,马,蓝波,大,单,2026-08-16 13:24:00,兔,羊,猪,猪,虎,兔
20260816270,45,30,21,7,23,14,5,虎,绿波,小,单,2026-08-16 13:27:00,狗,牛,狗,鼠,猴,蛇
20260816271,4,2,47,41,44,46,49,马,绿波,大,单,2026-08-16 13:30:00,兔,蛇,猴,虎,猪,鸡
20260816272,26,13,19,25,7,49,27,龙,绿波,大,单,2026-08-16 13:33:00,蛇,马,鼠,马,鼠,马
20260816273,22,12,21,24,46,43,28,兔,绿波,大,双,2026-08-16 13:36:00,鸡,羊,狗,羊,鸡,鼠
20260816274,22,33,5,20,4,42,18,牛,红波,小,双,2026-08-16 13:39:00,鸡,狗,虎,猪,兔,牛
20260816275,48,5,16,18,38,30,34,鸡,红波,大,双,2026-08-16 13:42:00,羊,虎,兔,牛,蛇,牛
20260816276,24,16,10,18,20,38,43,鼠,绿波,大,单,2026-08-16 13:45:00,羊,兔,鸡,牛,猪,蛇
20260816277,49,35,45,4,6,1,2,蛇,红波,小,双,2026-08-16 13:48:00,马,猴,狗,兔,牛,马
20260816278,7,21,49,11,10,18,19,鼠,红波,小,单,2026-08-16 13:51:00,鼠,狗,马,猴,鸡,牛
20260816279,8,39,25,24,12,18,19,鼠,红波,小,单,2026-08-16 13:54:00,猪,龙,马,羊,羊,牛
20260816280,24,19,32,9,6,23,8,猪,红波,小,双,2026-08-16 13:57:00,羊,鼠,猪,狗,牛,猴
20260816281,9,49,17,42,29,16,6,牛,绿波,小,双,2026-08-16 14:00:00,狗,马,虎,牛,虎,兔
20260816282,46,16,24,25,6,12,10,鸡,蓝波,小,双,2026-08-16 14:03:00,鸡,兔,羊,马,牛,羊
20260816283,4,25,8,1,23,31,18,牛,红波,小,双,2026-08-16 14:06:00,兔,马,猪,马,猴,鼠
20260816284,4,12,6,1,23,10,26,蛇,蓝波,大,双,2026-08-16 14:09:00,兔,羊,牛,马,猴,鸡
20260816285,19,27,35,4,38,2,6,牛,绿波,小,双,2026-08-16 14:12:00,鼠,龙,猴,兔,蛇,蛇
20260816286,38,21,2,43,10,35,46,鸡,红波,大,双,2026-08-16 14:15:00,蛇,狗,蛇,鼠,鸡,猴
20260816287,49,26,40,3,9,20,28,兔,绿波,大,双,2026-08-16 14:18:00,马,蛇,兔,龙,狗,猪
20260816288,30,9,29,49,3,40,33,狗,绿波,大,单,2026-08-16 14:21:00,牛,狗,虎,马,龙,兔
20260816289,1,33,34,18,8,44,28,兔,绿波,大,双,2026-08-16 14:24:00,马,狗,鸡,牛,猪,猪
20260816290,31,39,29,23,38,10,4,兔,蓝波,小,双,2026-08-16 14:27:00,鼠,龙,虎,猴,蛇,鸡
20260816291,27,48,34,38,44,45,7,鼠,红波,小,单,2026-08-16 14:30:00,龙,羊,鸡,蛇,猪,狗
20260816292,5,3,16,29,23,21,47,猴,蓝波,大,单,2026-08-16 14:33:00,虎,龙,兔,虎,猴,狗
20260816293,29,10,13,9,27,3,7,鼠,红波,小,单,2026-08-16 14:36:00,虎,鸡,马,狗,龙,龙
20260816294,44,25,4,11,2,24,21,狗,绿波,小,单,2026-08-16 14:39:00,猪,马,兔,猴,蛇,羊
20260816295,9,49,45,33,10,43,11,猴,绿波,小,单,2026-08-16 14:42:00,狗,马,狗,狗,鸡,鼠
20260816296,35,43,3,11,1,46,16,兔,绿波,小,双,2026-08-16 14:45:00,猴,鼠,龙,猴,马,鸡
20260816297,46,15,35,31,18,30,11,猴,绿波,小,单,2026-08-16 14:48:00,鸡,龙,猴,鼠,牛,牛
20260816298,38,25,44,34,3,20,12,羊,红波,小,双,2026-08-16 14:51:00,蛇,马,猪,鸡,龙,猪
20260816299,31,10,30,4,28,1,17,虎,绿波,小,单,2026-08-16 14:54:00,鼠,鸡,牛,兔,兔,马
20260816300,22,12,4,34,9,39,18,牛,红波,小,双,2026-08-16 14:57:00,鸡,羊,兔,鸡,狗,龙
20260816301,13,16,33,5,21,42,39,龙,绿波,大,单,2026-08-16 15:00:00,马,兔,狗,虎,狗,牛
20260816302,16,30,4,21,10,47,49,马,绿波,大,单,2026-08-16 15:03:00,兔,牛,兔,狗,鸡,猴
20260816303,43,30,7,18,36,19,5,虎,绿波,小,单,2026-08-16 15:06:00,鼠,牛,鼠,牛,羊,鼠
20260816304,7,37,43,46,30,41,49,马,绿波,大,单,2026-08-16 15:09:00,鼠,马,鼠,鸡,牛,虎
20260816305,15,43,36,16,38,28,33,狗,绿波,大,单,2026-08-16 15:12:00,龙,鼠,羊,兔,蛇,兔
20260816306,43,39,44,17,38,33,35,猴,红波,大,单,2026-08-16 15:15:00,鼠,龙,猪,虎,蛇,狗
20260816307,32,28,8,9,44,13,21,狗,绿波,小,单,2026-08-16 15:18:00,猪,兔,猪,狗,猪,马
20260816308,40,46,44,42,26,25,36,羊,蓝波,大,双,2026-08-16 15:21:00,兔,鸡,猪,牛,蛇,马
20260816309,30,5,6,20,26,33,46,鸡,红波,大,双,2026-08-16 15:24:00,牛,虎,牛,猪,蛇,狗
20260816310,11,18,28,49,32,7,40,兔,红波,大,双,2026-08-16 15:27:00,猴,牛,兔,马,猪,鼠
20260816311,44,40,31,28,27,8,24,羊,红波,小,双,2026-08-16 15:30:00,猪,兔,鼠,兔,龙,猪
20260816312,36,37,31,4,21,32,46,鸡,红波,大,双,2026-08-16 15:33:00,羊,马,鼠,兔,狗,猪
20260816313,36,47,15,27,31,45,11,猴,绿波,小,单,2026-08-16 15:36:00,羊,猴,龙,龙,鼠,狗
20260816314,47,37,30,25,4,13,21,狗,绿波,小,单,2026-08-16 15:39:00,猴,马,牛,马,兔,马
20260816315,22,34,13,49,4,8,33,狗,绿波,大,单,2026-08-16 15:42:00,鸡,鸡,马,马,兔,猪
20260816316,47,37,27,44,48,19,25,马,蓝波,大,单,2026-08-16 15:45:00,猴,马,龙,猪,羊,鼠
20260816317,45,19,37,4,3,33,12,羊,红波,小,双,2026-08-16 15:48:00,狗,鼠,马,兔,龙,狗
20260816318,20,21,4,42,10,1,31,鼠,蓝波,大,单,2026-08-16 15:51:00,猪,狗,兔,牛,鸡,马
20260816319,36,34,32,5,17,7,44,猪,绿波,大,双,2026-08-16 15:54:00,羊,鸡,猪,虎,虎,鼠
20260816320,27,3,20,16,39,9,15,龙,蓝波,小,单,2026-08-16 15:57:00,龙,龙,猪,兔,龙,狗
20260816321,8,12,10,40,21,45,44,猪,绿波,大,双,2026-08-16 16:00:00,猪,羊,鸡,兔,狗,狗
20260816322,31,34,20,5,16,8,4,兔,蓝波,小,双,2026-08-16 16:03:00,鼠,鸡,猪,虎,兔,猪
20260816323,29,23,5,45,27,34,2,蛇,红波,小,双,2026-08-16 16:06:00,虎,猴,虎,狗,龙,鸡
20260816324,18,44,34,6,28,20,27,龙,绿波,大,单,2026-08-16 16:09:00,牛,猪,鸡,牛,兔,猪
20260816325,9,3,10,47,49,43,48,羊,蓝波,大,双,2026-08-16 16:12:00,狗,龙,鸡,猴,马,鼠
20260816326,46,5,28,23,49,22,35,猴,红波,大,单,2026-08-16 16:15:00,鸡,虎,兔,猴,马,鸡
20260816327,38,35,8,43,33,23,39,龙,绿波,大,单,2026-08-16 16:18:00,蛇,猴,猪,鼠,狗,猴
20260816328,35,5,15,17,14,11,47,猴,蓝波,大,单,2026-08-16 16:21:00,猴,虎,龙,虎,蛇,猴
20260816329,18,14,38,12,40,29,11,猴,绿波,小,单,2026-08-16 16:24:00,牛,蛇,蛇,羊,兔,虎
20260816330,36,14,26,42,11,45,1,马,红波,小,单,2026-08-16 16:27:00,羊,蛇,蛇,牛,猴,狗
20260816331,18,1,3,29,11,13,35,猴,红波,大,单,2026-08-16 16:30:00,牛,马,龙,虎,猴,马
20260816332,47,23,49,31,38,14,4,兔,蓝波,小,双,2026-08-16 16:33:00,猴,猴,马,鼠,蛇,蛇
20260816333,30,8,43,5,4,41,14,蛇,蓝波,小,双,2026-08-16 16:36:00,牛,猪,鼠,虎,兔,虎
20260816334,19,24,39,49,15,32,4,兔,蓝波,小,双,2026-08-16 16:39:00,鼠,羊,龙,马,龙,猪
20260816335,23,37,4,27,17,10,31,鼠,蓝波,大,单,2026-08-16 16:42:00,猴,马,兔,龙,虎,鸡
20260816336,8,46,24,33,22,29,34,鸡,红波,大,双,2026-08-16 16:45:00,猪,鸡,羊,狗,鸡,虎
20260816337,5,43,1,36,24,4,8,猪,红波,小,双,2026-08-16 16:48:00,虎,鼠,马,羊,羊,兔
20260816338,33,47,12,40,14,4,9,狗,蓝波,小,单,2026-08-16 16:51:00,狗,猴,羊,兔,蛇,兔
20260816339,21,33,24,48,17,18,43,鼠,绿波,大,单,2026-08-16 16:54:00,狗,狗,羊,羊,虎,牛
20260816340,7,32,46,4,44,42,17,虎,绿波,小,单,2026-08-16 16:57:00,鼠,猪,鸡,兔,猪,牛
20260816341,20,37,49,48,15,23,26,蛇,蓝波,大,双,2026-08-16 17:00:00,猪,马,马,羊,龙,猴
20260816342,14,23,40,6,19,47,7,鼠,红波,小,单,2026-08-16 17:03:00,蛇,猴,兔,牛,鼠,猴
20260816343,39,48,46,16,28,43,34,鸡,红波,大,双,2026-08-16 17:06:00,龙,羊,鸡,兔,兔,鼠
20260816344,17,43,25,22,31,32,42,牛,蓝波,大,双,2026-08-16 17:09:00,虎,鼠,马,鸡,鼠,猪
20260816345,9,20,46,26,31,7,12,羊,红波,小,双,2026-08-16 17:12:00,狗,猪,鸡,蛇,鼠,鼠
20260816346,34,30,28,9,16,46,42,牛,蓝波,大,双,2026-08-16 17:15:00,鸡,牛,兔,狗,兔,鸡
20260816347,21,18,22,23,13,48,25,马,蓝波,大,单,2026-08-16 17:18:00,狗,牛,鸡,猴,马,羊
20260816348,42,36,34,5,37,18,35,猴,红波,大,单,2026-08-16 17:21:00,牛,羊,鸡,虎,马,牛
20260816349,7,18,21,20,49,34,38,蛇,绿波,大,双,2026-08-16 17:24:00,鼠,牛,狗,猪,马,鸡
20260816350,46,34,7,14,4,9,42,牛,蓝波,大,双,2026-08-16 17:27:00,鸡,鸡,鼠,蛇,兔,狗
20260816351,44,41,34,1,26,22,32,猪,绿波,大,双,2026-08-16 17:30:00,猪,虎,鸡,马,蛇,鸡
20260816352,29,38,16,3,18,8,26,蛇,蓝波,大,双,2026-08-16 17:33:00,虎,蛇,兔,龙,牛,猪
20260816353,36,22,20,27,29,47,5,虎,绿波,小,单,2026-08-16 17:36:00,羊,鸡,猪,龙,虎,猴
20260816354,17,48,1,32,10,40,46,鸡,红波,大,双,2026-08-16 17:39:00,虎,羊,马,猪,鸡,兔
20260816355,48,43,40,34,15,20,28,兔,绿波,大,双,2026-08-16 17:42:00,羊,鼠,兔,鸡,龙,猪
20260816356,48,20,34,15,33,28,37,马,蓝波,大,单,2026-08-16 17:45:00,羊,猪,鸡,龙,狗,兔
20260816357,45,17,22,5,35,12,46,鸡,红波,大,双,2026-08-16 17:48:00,狗,虎,鸡,虎,猴,羊
20260816358,23,33,37,45,16,43,48,羊,蓝波,大,双,2026-08-16 17:51:00,猴,狗,马,狗,兔,鼠
20260816359,12,25,45,49,4,31,34,鸡,红波,大,双,2026-08-16 17:54:00,羊,马,狗,马,兔,鼠
20260816360,44,1,5,31,18,46,16,兔,绿波,小,双,2026-08-16 17:57:00,猪,马,虎,鼠,牛,鸡
20260816361,28,38,47,46,41,16,45,狗,红波,大,单,2026-08-16 18:00:00,兔,蛇,猴,鸡,虎,兔
20260816362,7,39,42,5,12,9,21,狗,绿波,小,单,2026-08-16 18:03:00,鼠,龙,牛,虎,羊,狗
20260816363,9,23,13,14,31,18,26,蛇,蓝波,大,双,2026-08-16 18:06:00,狗,猴,马,蛇,鼠,牛
20260816364,13,16,1,35,42,49,9,狗,蓝波,小,单,2026-08-16 18:09:00,马,兔,马,猴,牛,马
20260816365,6,22,13,41,2,32,28,兔,绿波,大,双,2026-08-16 18:12:00,牛,鸡,马,虎,蛇,猪
20260816366,25,24,40,35,8,44,49,马,绿波,大,单,2026-08-16 18:15:00,马,羊,兔,猴,猪,猪
20260816367,5,13,19,31,8,10,41,虎,蓝波,大,单,2026-08-16 18:18:00,虎,马,鼠,鼠,猪,鸡
20260816368,2,49,25,26,44,36,38,蛇,绿波,大,双,2026-08-16 18:21:00,蛇,马,马,蛇,猪,羊
20260816369,1,12,13,7,20,42,46,鸡,红波,大,双,2026-08-16 18:24:00,马,羊,马,鼠,猪,牛
20260816370,37,43,34,25,35,36,27,龙,绿波,大,单,2026-08-16 18:27:00,马,鼠,鸡,马,猴,羊
20260816371,25,3,6,26,32,31,2,蛇,红波,小,双,2026-08-16 18:30:00,马,龙,牛,蛇,猪,鼠
20260816372,46,48,12,7,3,10,26,蛇,蓝波,大,双,2026-08-16 18:33:00,鸡,羊,羊,鼠,龙,鸡
20260816373,15,44,18,48,32,43,26,蛇,蓝波,大,双,2026-08-16 18:36:00,龙,猪,牛,羊,猪,鼠
20260816374,31,24,11,1,13,14,3,龙,蓝波,小,单,2026-08-16 18:39:00,鼠,羊,猴,马,马,蛇
20260816375,20,43,35,41,33,39,5,虎,绿波,小,单,2026-08-16 18:42:00,猪,鼠,猴,虎,狗,龙
20260816376,14,24,42,46,20,22,39,龙,绿波,大,单,2026-08-16 18:45:00,蛇,羊,牛,鸡,猪,鸡
20260816377,30,15,38,34,25,12,46,鸡,红波,大,双,2026-08-16 18:48:00,牛,龙,蛇,鸡,马,羊
20260816378,15,36,18,8,11,43,41,虎,蓝波,大,单,2026-08-16 18:51:00,龙,羊,牛,猪,猴,鼠
20260816379,37,26,47,2,3,31,39,龙,绿波,大,单,2026-08-16 18:54:00,马,蛇,猴,蛇,龙,鼠
20260816380,27,33,8,47,15,4,14,蛇,蓝波,小,双,2026-08-16 18:57:00,龙,狗,猪,猴,龙,兔
20260816381,39,23,24,17,21,25,13,马,红波,小,单,2026-08-16 19:00:00,龙,猴,羊,虎,狗,马
20260816382,11,26,28,31,1,27,48,羊,蓝波,大,双,2026-08-16 19:03:00,猴,蛇,兔,鼠,马,龙
20260816383,24,2,12,18,48,39,4,兔,蓝波,小,双,2026-08-16 19:06:00,羊,蛇,羊,牛,羊,龙
20260816384,13,22,38,44,24,29,39,龙,绿波,大,单,2026-08-16 19:09:00,马,鸡,蛇,猪,羊,虎
20260816385,8,43,14,29,12,5,30,牛,红波,大,双,2026-08-16 19:12:00,猪,鼠,蛇,虎,羊,虎
20260816386,14,44,13,46,35,49,2,蛇,红波,小,双,2026-08-16 19:15:00,蛇,猪,马,鸡,猴,马
20260816387,28,31,17,21,36,47,43,鼠,绿波,大,单,2026-08-16 19:18:00,兔,鼠,虎,狗,羊,猴
20260816388,11,28,41,44,15,21,9,狗,蓝波,小,单,2026-08-16 19:21:00,猴,兔,虎,猪,龙,狗
20260816389,43,37,32,1,9,41,2,蛇,红波,小,双,2026-08-16 19:24:00,鼠,马,猪,马,狗,虎
20260816390,37,21,22,27,15,35,30,牛,红波,大,双,2026-08-16 19:27:00,马,狗,鸡,龙,龙,猴
20260816391,13,5,6,17,16,34,38,蛇,绿波,大,双,2026-08-16 19:30:00,马,虎,牛,虎,兔,鸡
20260816392,41,11,31,18,20,9,13,马,红波,小,单,2026-08-16 19:33:00,虎,猴,鼠,牛,猪,狗
20260816393,15,7,33,31,26,4,42,牛,蓝波,大,双,2026-08-16 19:36:00,龙,鼠,狗,鼠,蛇,兔
20260816394,28,26,33,13,21,38,36,羊,蓝波,大,双,2026-08-16 19:39:00,兔,蛇,狗,马,狗,蛇
20260816395,46,39,22,19,16,43,23,猴,红波,小,单,2026-08-16 19:42:00,鸡,龙,鸡,鼠,兔,鼠
20260816396,2,22,39,12,46,11,32,猪,绿波,大,双,2026-08-16 19:45:00,蛇,鸡,龙,羊,鸡,猴
20260816397,28,48,36,6,21,19,3,龙,蓝波,小,单,2026-08-16 19:48:00,兔,羊,羊,牛,狗,鼠
20260816398,19,47,38,18,20,17,13,马,红波,小,单,2026-08-16 19:51:00,鼠,猴,蛇,牛,猪,虎
20260816399,16,2,21,4,25,7,13,马,红波,小,单,2026-08-16 19:54:00,兔,蛇,狗,兔,马,鼠
20260816400,27,20,40,18,31,2,7,鼠,红波,小,单,2026-08-16 19:57:00,龙,猪,兔,牛,鼠,蛇
20260816401,27,32,14,49,4,13,44,猪,绿波,大,双,2026-08-16 20:00:00,龙,猪,蛇,马,兔,马
20260816402,16,4,25,41,45,37,8,猪,红波,小,双,2026-08-16 20:03:00,兔,兔,马,虎,狗,马
20260816403,42,15,21,32,38,23,13,马,红波,小,单,2026-08-16 20:06:00,牛,龙,狗,猪,蛇,猴
20260816404,20,34,32,8,9,2,48,羊,蓝波,大,双,2026-08-16 20:09:00,猪,鸡,猪,猪,狗,蛇
20260816405,40,31,21,34,44,6,17,虎,绿波,小,单,2026-08-16 20:12:00,兔,鼠,狗,鸡,猪,牛
20260816406,23,43,30,35,25,2,3,龙,蓝波,小,单,2026-08-16 20:15:00,猴,鼠,牛,猴,马,蛇
20260816407,33,9,18,13,43,21,39,龙,绿波,大,单,2026-08-16 20:18:00,狗,狗,牛,马,鼠,狗
20260816408,44,8,21,38,27,11,20,猪,蓝波,小,双,2026-08-16 20:21:00,猪,猪,狗,蛇,龙,猴
20260816409,41,4,27,45,43,31,22,鸡,绿波,小,双,2026-08-16 20:24:00,虎,兔,龙,狗,鼠,鼠
20260816410,11,34,22,18,21,7,14,蛇,蓝波,小,双,2026-08-16 20:27:00,猴,鸡,鸡,牛,狗,鼠
20260816411,5,44,20,17,23,43,29,虎,红波,大,单,2026-08-16 20:30:00,虎,猪,猪,虎,猴,鼠
20260816412,20,13,6,28,31,36,7,鼠,红波,小,单,2026-08-16 20:33:00,猪,马,牛,兔,鼠,羊
20260816413,17,45,2,13,25,42,38,蛇,绿波,大,双,2026-08-16 20:36:00,虎,狗,蛇,马,马,牛
20260816414,39,31,26,25,1,20,35,猴,红波,大,单,2026-08-16 20:39:00,龙,鼠,蛇,马,马,猪
20260816415,19,37,41,21,42,43,2,蛇,红波,小,双,2026-08-16 20:42:00,鼠,马,虎,狗,牛,鼠
20260816416,23,9,6,21,39,20,1,马,红波,小,单,2026-08-16 20:45:00,猴,狗,牛,狗,龙,猪
20260816417,35,25,19,46,8,28,9,狗,蓝波,小,单,2026-08-16 20:48:00,猴,马,鼠,鸡,猪,兔
20260816418,45,38,18,44,6,5,30,牛,红波,大,双,2026-08-16 20:51:00,狗,蛇,牛,猪,牛,虎
20260816419,39,29,7,35,3,24,40,兔,红波,大,双,2026-08-16 20:54:00,龙,虎,鼠,猴,龙,羊
20260816420,1,25,26,34,12,35,5,虎,绿波,小,单,2026-08-16 20:57:00,马,马,蛇,鸡,羊,猴
20260816421,19,10,32,28,41,33,38,蛇,绿波,大,双,2026-08-16 21:00:00,鼠,鸡,猪,兔,虎,狗
20260816422,23,17,14,6,25,18,38,蛇,绿波,大,双,2026-08-16 21:03:00,猴,虎,蛇,牛,马,牛
20260816423,35,5,47,26,25,22,9,狗,蓝波,小,单,2026-08-16 21:06:00,猴,虎,猴,蛇,马,鸡
20260816424,23,6,38,35,5,8,25,马,蓝波,大,单,2026-08-16 21:09:00,猴,牛,蛇,猴,虎,猪
20260816425,27,8,40,39,48,29,47,猴,蓝波,大,单,2026-08-16 21:12:00,龙,猪,兔,龙,羊,虎
20260816426,25,41,2,49,45,23,30,牛,红波,大,双,2026-08-16 21:15:00,马,虎,蛇,马,狗,猴
20260816427,2,12,11,32,17,6,22,鸡,绿波,小,双,2026-08-16 21:18:00,蛇,羊,猴,猪,虎,牛
20260816428,11,5,23,24,25,37,12,羊,红波,小,双,2026-08-16 21:21:00,猴,虎,猴,羊,马,马
20260816429,37,26,18,46,16,43,49,马,绿波,大,单,2026-08-16 21:24:00,马,蛇,牛,鸡,兔,鼠
20260816430,47,17,8,9,25,21,42,牛,蓝波,大,双,2026-08-16 21:27:00,猴,虎,猪,狗,马,狗
20260816431,25,29,3,12,21,35,18,牛,红波,小,双,2026-08-16 21:30:00,马,虎,龙,羊,狗,猴
20260816432,11,29,32,12,46,8,22,鸡,绿波,小,双,2026-08-16 21:33:00,猴,虎,猪,羊,鸡,猪
20260816433,8,17,18,44,43,7,20,猪,蓝波,小,双,2026-08-16 21:36:00,猪,虎,牛,猪,鼠,鼠
20260816434,32,15,5,24,42,13,34,鸡,红波,大,双,2026-08-16 21:39:00,猪,龙,虎,羊,牛,马
20260816435,20,33,5,48,10,22,7,鼠,红波,小,单,2026-08-16 21:42:00,猪,狗,虎,羊,鸡,鸡
20260816436,38,21,28,11,25,27,44,猪,绿波,大,双,2026-08-16 21:45:00,蛇,狗,兔,猴,马,龙
20260816437,17,46,39,9,24,43,22,鸡,绿波,小,双,2026-08-16 21:48:00,虎,鸡,龙,狗,羊,鼠
20260816438,5,28,7,19,39,22,16,兔,绿波,小,双,2026-08-16 21:51:00,虎,兔,鼠,鼠,龙,鸡
20260816439,44,40,39,16,31,28,36,羊,蓝波,大,双,2026-08-16 21:54:00,猪,兔,龙,兔,鼠,兔
20260816440,17,13,36,19,48,32,30,牛,红波,大,双,2026-08-16 21:57:00,虎,马,羊,鼠,羊,猪
20260816441,3,47,34,17,36,29,27,龙,绿波,大,单,2026-08-16 22:00:00,龙,猴,鸡,虎,羊,虎
20260816442,5,21,8,40,39,11,33,狗,绿波,大,单,2026-08-16 22:03:00,虎,狗,猪,兔,龙,猴
20260816443,36,38,41,43,1,3,11,猴,绿波,小,单,2026-08-16 22:06:00,羊,蛇,虎,鼠,马,龙
20260816444,5,14,12,27,42,26,29,虎,红波,大,单,2026-08-16 22:09:00,虎,蛇,羊,龙,牛,蛇
20260816445,35,26,25,34,46,42,11,猴,绿波,小,单,2026-08-16 22:12:00,猴,蛇,马,鸡,鸡,牛
20260816446,5,23,24,21,12,26,7,鼠,红波,小,单,2026-08-16 22:15:00,虎,猴,羊,狗,羊,蛇
